id,fullname,subject,age
28162,Rusakov Yuri,History,78
28163,Bespalov Mitrofan,History,33
28164,Stepanov Gordey,Chemistry,78
28165,Veselov Anton,Geometry,34
28166,Prokhorov Ludwig,Art,23
28167,Bespalov Mitrofan,Chemistry,33
28168,Lobanov Ernest,Chemistry,33
28169,Komissarov Klim,Geography,78
28170,Rusakov Yuri,Art,34
28171,Prokhorov Ludwig,Geography,78
28172,Sukhanov Arsen,English,23
28173,Sukhanov Arsen,Geometry,45
28174,Ilyin Mechislav,PE,33
28175,Sukhanov Arsen,Geography,34
28176,Veselov Anton,Health,78
28177,Prokhorov Ludwig,Art,23
28178,Lobanov Ernest,Geography,23
28179,Lobanov Ernest,Geometry,33
28180,Boris Kulikov,PE,33
28181,Veselov Anton,Biology,45
28182,Rusakov Yuri,PE,66
28183,Sukhanov Arsen,Geometry,78
28184,Stepanov Gordey,PE,23
28185,Bespalov Mitrofan,PE,33
28186,Boris Kulikov,Chemistry,45
28187,Prokhorov Ludwig,History,45
28188,Boris Kulikov,History,34
28189,Stepanov Gordey,Chemistry,34
28190,Ilyin Mechislav,Art,66
28191,Komissarov Klim,PE,45
28192,Prokhorov Ludwig,Chemistry,45
28193,Lobanov Ernest,English,45
28194,Sukhanov Arsen,Geometry,34
28195,Veselov Anton,English,78
28196,Boris Kulikov,Geography,45
28197,Veselov Anton,English,78
28198,Stepanov Gordey,Chemistry,34
28199,Ilyin Mechislav,History,33
28200,Ilyin Mechislav,Geometry,45
28201,Bespalov Mitrofan,Biology,23
28202,Rusakov Yuri,Algebra,34
28203,Boris Kulikov,Biology,45
28204,Lobanov Ernest,PE,66
28205,Sukhanov Arsen,History,33
28206,Ilyin Mechislav,Geometry,33
28207,Lobanov Ernest,Biology,45
28208,Rusakov Yuri,Chemistry,45
28209,Ilyin Mechislav,English,23
28210,Ilyin Mechislav,English,23
28211,Prokhorov Ludwig,History,66
28212,Veselov Anton,Algebra,33
28213,Stepanov Gordey,Biology,33
28214,Komissarov Klim,Health,78
28215,Veselov Anton,Algebra,23
28216,Prokhorov Ludwig,Art,23
28217,Bespalov Mitrofan,Geometry,78
28218,Veselov Anton,Geometry,33
28219,Bespalov Mitrofan,Art,66
28220,Boris Kulikov,Geography,23
28221,Rusakov Yuri,Algebra,66
28222,Sukhanov Arsen,Art,78
28223,Sukhanov Arsen,History,66
28224,Boris Kulikov,History,33
28225,Boris Kulikov,Biology,23
28226,Stepanov Gordey,Art,33
28227,Komissarov Klim,Algebra,33
28228,Sukhanov Arsen,Geography,66
28229,Komissarov Klim,Algebra,78
28230,Rusakov Yuri,History,66
28231,Stepanov Gordey,Chemistry,45
28232,Bespalov Mitrofan,Geography,45
28233,Rusakov Yuri,Geography,66
28234,Prokhorov Ludwig,PE,78
28235,Ilyin Mechislav,Geometry,66
28236,Bespalov Mitrofan,History,33
28237,Boris Kulikov,Art,34
28238,Ilyin Mechislav,English,23
28239,Prokhorov Ludwig,Algebra,23
28240,Veselov Anton,Geography,34
28241,Boris Kulikov,Chemistry,34
28242,Boris Kulikov,Algebra,23
28243,Ilyin Mechislav,History,45
28244,Bespalov Mitrofan,Health,23
28245,Rusakov Yuri,Geography,78
28246,Veselov Anton,Biology,66
28247,Veselov Anton,Art,78
28248,Bespalov Mitrofan,Biology,45
28249,Bespalov Mitrofan,Geometry,66
28250,Komissarov Klim,Biology,23
28251,Sukhanov Arsen,Art,34
28252,Bespalov Mitrofan,Art,23
28253,Komissarov Klim,English,23
28254,Prokhorov Ludwig,PE,34
28255,Ilyin Mechislav,History,33
28256,Stepanov Gordey,PE,66
28257,Rusakov Yuri,PE,66
28258,Ilyin Mechislav,Health,23
28259,Bespalov Mitrofan,History,78
28260,Komissarov Klim,Health,23
28261,Stepanov Gordey,Art,23
28262,Komissarov Klim,Chemistry,45
28263,Stepanov Gordey,Biology,23
28264,Ilyin Mechislav,Geography,66
28265,Prokhorov Ludwig,Chemistry,78
28266,Komissarov Klim,PE,33
28267,Rusakov Yuri,Art,45
28268,Sukhanov Arsen,Geography,33
28269,Ilyin Mechislav,Art,33
28270,Stepanov Gordey,Geometry,33
28271,Rusakov Yuri,Health,45
28272,Sukhanov Arsen,Geography,66
28273,Rusakov Yuri,Algebra,33
28274,Lobanov Ernest,Geometry,45
28275,Prokhorov Ludwig,Geography,33
28276,Veselov Anton,Algebra,33
28277,Prokhorov Ludwig,Chemistry,66
28278,Ilyin Mechislav,Geography,45
28279,Bespalov Mitrofan,Art,45
28280,Komissarov Klim,Chemistry,78
28281,Komissarov Klim,Health,23
28282,Komissarov Klim,PE,66
28283,Sukhanov Arsen,PE,66
28284,Prokhorov Ludwig,Geography,66
28285,Veselov Anton,English,23
28286,Veselov Anton,English,34
28287,Boris Kulikov,Chemistry,78
28288,Veselov Anton,PE,33
28289,Rusakov Yuri,English,78
28290,Boris Kulikov,Algebra,33
28291,Sukhanov Arsen,PE,45
28292,Komissarov Klim,Biology,66
28293,Veselov Anton,PE,23
28294,Ilyin Mechislav,Geography,34
28295,Stepanov Gordey,Geometry,66
28296,Boris Kulikov,Chemistry,78
28297,Komissarov Klim,English,45
28298,Ilyin Mechislav,PE,34
28299,Veselov Anton,PE,66
28300,Komissarov Klim,English,23
28301,Lobanov Ernest,PE,34
28302,Stepanov Gordey,PE,23
28303,Komissarov Klim,English,78
28304,Ilyin Mechislav,Geometry,23
28305,Rusakov Yuri,Algebra,45
28306,Sukhanov Arsen,Art,33
28307,Stepanov Gordey,Biology,34
28308,Boris Kulikov,English,23
28309,Ilyin Mechislav,Biology,34
28310,Lobanov Ernest,PE,78
28311,Veselov Anton,Geography,23
28312,Sukhanov Arsen,Geography,45
28313,Sukhanov Arsen,Health,45
28314,Prokhorov Ludwig,English,66
28315,Veselov Anton,Chemistry,66
28316,Komissarov Klim,PE,66
28317,Komissarov Klim,Geometry,45
28318,Stepanov Gordey,Geography,78
28319,Rusakov Yuri,Geography,23
28320,Rusakov Yuri,Geometry,45
28321,Stepanov Gordey,Art,23
28322,Boris Kulikov,Biology,78
28323,Sukhanov Arsen,PE,23
28324,Sukhanov Arsen,Health,23
28325,Stepanov Gordey,PE,66
28326,Sukhanov Arsen,Geometry,34
28327,Lobanov Ernest,Art,78
28328,Sukhanov Arsen,Biology,78
28329,Stepanov Gordey,Biology,34
28330,Prokhorov Ludwig,Geography,34
28331,Komissarov Klim,English,34
28332,Sukhanov Arsen,Geography,33
28333,Prokhorov Ludwig,Health,78
28334,Ilyin Mechislav,History,34
28335,Rusakov Yuri,History,66
28336,Prokhorov Ludwig,Health,23
28337,Prokhorov Ludwig,PE,66
28338,Prokhorov Ludwig,Chemistry,23
28339,Rusakov Yuri,Art,66
28340,Prokhorov Ludwig,Art,34
28341,Sukhanov Arsen,Geography,23
28342,Rusakov Yuri,Geometry,33
28343,Rusakov Yuri,Art,33
28344,Stepanov Gordey,Geography,66
28345,Boris Kulikov,History,78
28346,Komissarov Klim,Chemistry,33
28347,Prokhorov Ludwig,PE,23
28348,Rusakov Yuri,Geometry,23
28349,Komissarov Klim,Geography,34
28350,Stepanov Gordey,English,33
28351,Rusakov Yuri,Health,45
28352,Sukhanov Arsen,Art,33
28353,Ilyin Mechislav,Health,78
28354,Ilyin Mechislav,Geometry,23
28355,Komissarov Klim,Geography,33
28356,Boris Kulikov,Art,23
28357,Prokhorov Ludwig,PE,66
28358,Rusakov Yuri,Health,78
28359,Rusakov Yuri,English,66
28360,Boris Kulikov,History,34
28361,Komissarov Klim,Geometry,45
28362,Veselov Anton,History,45
28363,Komissarov Klim,Geography,45
28364,Boris Kulikov,Chemistry,23
28365,Komissarov Klim,English,33
28366,Veselov Anton,PE,34
28367,Sukhanov Arsen,Algebra,23
28368,Ilyin Mechislav,History,23
28369,Stepanov Gordey,Geometry,34
28370,Rusakov Yuri,English,45
28371,Rusakov Yuri,English,66
28372,Komissarov Klim,Art,34
28373,Lobanov Ernest,PE,45
28374,Ilyin Mechislav,English,23
28375,Lobanov Ernest,Art,23
28376,Komissarov Klim,PE,78
28377,Boris Kulikov,Art,23
28378,Bespalov Mitrofan,English,66
28379,Stepanov Gordey,Chemistry,45
28380,Komissarov Klim,Art,78
28381,Lobanov Ernest,Geometry,78
28382,Veselov Anton,Biology,34
28383,Ilyin Mechislav,Health,33
28384,Prokhorov Ludwig,PE,34
28385,Prokhorov Ludwig,Biology,23
28386,Boris Kulikov,Geography,66
28387,Veselov Anton,Algebra,45
28388,Bespalov Mitrofan,Art,78
28389,Sukhanov Arsen,English,66
28390,Sukhanov Arsen,Chemistry,45
28391,Komissarov Klim,Biology,45
28392,Stepanov Gordey,Geometry,66
28393,Rusakov Yuri,English,66
28394,Stepanov Gordey,Chemistry,78
28395,Boris Kulikov,Chemistry,78
28396,Ilyin Mechislav,Art,78
28397,Komissarov Klim,Chemistry,66
28398,Boris Kulikov,Algebra,78
28399,Rusakov Yuri,Geometry,33
28400,Bespalov Mitrofan,Geometry,66
28401,Veselov Anton,Biology,33
28402,Ilyin Mechislav,History,45
28403,Komissarov Klim,Geography,23
28404,Lobanov Ernest,Biology,34
28405,Boris Kulikov,Art,45
28406,Stepanov Gordey,Geography,66
28407,Sukhanov Arsen,Biology,78
28408,Lobanov Ernest,Geography,34
28409,Boris Kulikov,PE,78
28410,Ilyin Mechislav,History,34
28411,Rusakov Yuri,Biology,66
28412,Sukhanov Arsen,Biology,34
28413,Bespalov Mitrofan,Algebra,23
28414,Rusakov Yuri,Algebra,23
28415,Ilyin Mechislav,Biology,34
28416,Lobanov Ernest,Health,66
28417,Rusakov Yuri,Geometry,34
28418,Ilyin Mechislav,English,33
28419,Stepanov Gordey,Algebra,45
28420,Prokhorov Ludwig,Chemistry,66
28421,Stepanov Gordey,English,45
28422,Stepanov Gordey,Algebra,34
28423,Prokhorov Ludwig,Geography,66
28424,Lobanov Ernest,Chemistry,23
28425,Rusakov Yuri,Chemistry,78
28426,Ilyin Mechislav,Health,33
28427,Veselov Anton,PE,78
28428,Rusakov Yuri,History,78
28429,Veselov Anton,Geography,45
28430,Rusakov Yuri,Biology,78
28431,Prokhorov Ludwig,Biology,45
28432,Stepanov Gordey,Geometry,45
28433,Boris Kulikov,History,78
28434,Veselov Anton,Art,33
28435,Veselov Anton,English,33
28436,Stepanov Gordey,PE,78
28437,Komissarov Klim,Geography,33
28438,Rusakov Yuri,PE,33
28439,Lobanov Ernest,History,23
28440,Stepanov Gordey,Biology,23
28441,Komissarov Klim,Geography,78
28442,Ilyin Mechislav,Art,78
28443,Bespalov Mitrofan,Geography,45
28444,Stepanov Gordey,Geography,66
28445,Komissarov Klim,Health,66
28446,Boris Kulikov,Art,23
28447,Bespalov Mitrofan,Art,45
28448,Ilyin Mechislav,PE,45
28449,Boris Kulikov,Geometry,33
28450,Komissarov Klim,Geography,66
28451,Sukhanov Arsen,Algebra,45
28452,Stepanov Gordey,Geography,23
28453,Veselov Anton,Algebra,78
28454,Sukhanov Arsen,English,33
28455,Rusakov Yuri,Chemistry,34
28456,Rusakov Yuri,PE,78
28457,Ilyin Mechislav,Geography,45
28458,Veselov Anton,English,34
28459,Boris Kulikov,Chemistry,45
28460,Stepanov Gordey,Geography,23
28461,Bespalov Mitrofan,Chemistry,34
28462,Bespalov Mitrofan,Art,23
28463,Komissarov Klim,Chemistry,78
28464,Komissarov Klim,Geography,34
28465,Komissarov Klim,English,66
28466,Prokhorov Ludwig,PE,45
28467,Ilyin Mechislav,Art,45
28468,Veselov Anton,Chemistry,66
28469,Sukhanov Arsen,History,45
28470,Stepanov Gordey,Chemistry,78
28471,Boris Kulikov,Biology,23
28472,Lobanov Ernest,Algebra,34
28473,Komissarov Klim,Chemistry,78
28474,Ilyin Mechislav,PE,23
28475,Veselov Anton,Art,34
28476,Lobanov Ernest,Geography,34
28477,Prokhorov Ludwig,Chemistry,33
28478,Veselov Anton,Geometry,33
28479,Bespalov Mitrofan,Geography,34
28480,Sukhanov Arsen,English,33
28481,Bespalov Mitrofan,English,34
28482,Boris Kulikov,Algebra,78
28483,Stepanov Gordey,Biology,33
28484,Lobanov Ernest,Health,23
28485,Rusakov Yuri,Geometry,78
28486,Sukhanov Arsen,Geometry,78
28487,Bespalov Mitrofan,Art,33
28488,Ilyin Mechislav,Algebra,34
28489,Bespalov Mitrofan,Geometry,45
28490,Komissarov Klim,Geography,23
28491,Sukhanov Arsen,History,66
28492,Bespalov Mitrofan,Geography,23
28493,Stepanov Gordey,History,34
28494,Bespalov Mitrofan,PE,78
28495,Ilyin Mechislav,Chemistry,23
28496,Bespalov Mitrofan,Biology,34
28497,Sukhanov Arsen,English,66
28498,Lobanov Ernest,Algebra,78
28499,Veselov Anton,History,33
28500,Veselov Anton,History,33
28501,Ilyin Mechislav,Algebra,45
28502,Bespalov Mitrofan,Chemistry,66
28503,Ilyin Mechislav,Chemistry,78
28504,Lobanov Ernest,Chemistry,66
28505,Sukhanov Arsen,Health,78
28506,Sukhanov Arsen,Health,45
28507,Rusakov Yuri,Health,23
28508,Lobanov Ernest,History,78
28509,Lobanov Ernest,Algebra,66
28510,Ilyin Mechislav,English,45
28511,Sukhanov Arsen,Biology,34
28512,Bespalov Mitrofan,PE,66
28513,Stepanov Gordey,English,34
28514,Ilyin Mechislav,History,66
28515,Bespalov Mitrofan,Algebra,34
28516,Boris Kulikov,Chemistry,78
28517,Veselov Anton,Geometry,78
28518,Lobanov Ernest,Chemistry,34
28519,Bespalov Mitrofan,Geometry,78
28520,Ilyin Mechislav,History,78
28521,Sukhanov Arsen,Health,66
28522,Stepanov Gordey,Chemistry,78
28523,Bespalov Mitrofan,Algebra,66
28524,Rusakov Yuri,Chemistry,33
28525,Ilyin Mechislav,English,34
28526,Ilyin Mechislav,Geometry,45
28527,Veselov Anton,English,45
28528,Stepanov Gordey,Chemistry,66
28529,Stepanov Gordey,Algebra,66
28530,Boris Kulikov,Geometry,33
28531,Ilyin Mechislav,Geometry,45
28532,Lobanov Ernest,Biology,78
28533,Boris Kulikov,Algebra,45
28534,Boris Kulikov,History,33
28535,Rusakov Yuri,Chemistry,33
28536,Bespalov Mitrofan,History,34
28537,Sukhanov Arsen,Algebra,34
28538,Stepanov Gordey,Chemistry,33
28539,Ilyin Mechislav,Biology,33
28540,Sukhanov Arsen,Geometry,33
28541,Prokhorov Ludwig,Geography,33
28542,Stepanov Gordey,English,45
28543,Ilyin Mechislav,Geometry,78
28544,Bespalov Mitrofan,Chemistry,23
28545,Veselov Anton,History,45
28546,Prokhorov Ludwig,History,34
28547,Rusakov Yuri,English,78
28548,Bespalov Mitrofan,Geometry,45
28549,Komissarov Klim,History,33
28550,Prokhorov Ludwig,PE,34
28551,Lobanov Ernest,Geography,33
28552,Prokhorov Ludwig,Chemistry,78
28553,Boris Kulikov,Geography,66
28554,Ilyin Mechislav,History,78
28555,Bespalov Mitrofan,PE,45
28556,Rusakov Yuri,Art,23
28557,Lobanov Ernest,PE,33
28558,Komissarov Klim,Chemistry,78
28559,Sukhanov Arsen,Art,34
28560,Bespalov Mitrofan,Algebra,23
28561,Rusakov Yuri,Algebra,45
28562,Sukhanov Arsen,Health,66
28563,Komissarov Klim,Chemistry,23
28564,Rusakov Yuri,Art,33
28565,Komissarov Klim,Geography,23
28566,Veselov Anton,Health,45
28567,Veselov Anton,Geography,45
28568,Bespalov Mitrofan,Chemistry,34
28569,Ilyin Mechislav,Biology,78
28570,Sukhanov Arsen,PE,78
28571,Komissarov Klim,History,23
28572,Komissarov Klim,PE,66
28573,Stepanov Gordey,Chemistry,78
28574,Bespalov Mitrofan,History,66
28575,Veselov Anton,PE,66
28576,Veselov Anton,Health,66
28577,Ilyin Mechislav,History,33
28578,Prokhorov Ludwig,English,23
28579,Boris Kulikov,Chemistry,45
28580,Lobanov Ernest,Biology,23
28581,Lobanov Ernest,PE,33
28582,Prokhorov Ludwig,History,33
28583,Bespalov Mitrofan,Geometry,45
28584,Bespalov Mitrofan,Biology,33
28585,Rusakov Yuri,PE,45
28586,Boris Kulikov,Geography,33
28587,Sukhanov Arsen,Biology,23
28588,Prokhorov Ludwig,Art,78
28589,Lobanov Ernest,Geometry,33
28590,Veselov Anton,Algebra,23
28591,Veselov Anton,Geography,34
28592,Ilyin Mechislav,Health,34
28593,Rusakov Yuri,English,78
28594,Stepanov Gordey,PE,78
28595,Komissarov Klim,Geometry,23
28596,Veselov Anton,Geometry,23
28597,Bespalov Mitrofan,Health,66
28598,Prokhorov Ludwig,Chemistry,34
28599,Sukhanov Arsen,Art,66
28600,Komissarov Klim,Chemistry,78
28601,Boris Kulikov,Geography,23
28602,Veselov Anton,English,45
28603,Prokhorov Ludwig,Geography,78
28604,Lobanov Ernest,Biology,34
28605,Komissarov Klim,Chemistry,33
28606,Prokhorov Ludwig,History,23
28607,Stepanov Gordey,English,34
28608,Bespalov Mitrofan,PE,33
28609,Bespalov Mitrofan,English,78
28610,Veselov Anton,Biology,45
28611,Komissarov Klim,History,78
28612,Bespalov Mitrofan,Chemistry,33
28613,Stepanov Gordey,History,78
28614,Boris Kulikov,Chemistry,78
28615,Prokhorov Ludwig,History,23
28616,Lobanov Ernest,History,34
28617,Lobanov Ernest,Geography,33
28618,Komissarov Klim,English,66
28619,Prokhorov Ludwig,Health,23
28620,Komissarov Klim,PE,34
28621,Stepanov Gordey,Algebra,33
28622,Stepanov Gordey,Biology,33
28623,Boris Kulikov,Art,34
28624,Boris Kulikov,Geography,34
28625,Rusakov Yuri,Chemistry,34
28626,Bespalov Mitrofan,Biology,78
28627,Bespalov Mitrofan,Health,23
28628,Komissarov Klim,Algebra,45
28629,Prokhorov Ludwig,Geometry,33
28630,Prokhorov Ludwig,Biology,23
28631,Boris Kulikov,Algebra,66
28632,Sukhanov Arsen,Art,33
28633,Bespalov Mitrofan,Geography,23
28634,Komissarov Klim,Geography,45
28635,Boris Kulikov,English,34
28636,Rusakov Yuri,Geography,34
28637,Lobanov Ernest,Art,23
28638,Rusakov Yuri,Biology,78
28639,Stepanov Gordey,PE,34
28640,Stepanov Gordey,PE,45
28641,Boris Kulikov,Chemistry,66
28642,Stepanov Gordey,Health,23
28643,Veselov Anton,Algebra,78
28644,Lobanov Ernest,Health,45
28645,Ilyin Mechislav,Chemistry,78
28646,Bespalov Mitrofan,Algebra,23
28647,Lobanov Ernest,Geometry,34
28648,Rusakov Yuri,Biology,34
28649,Boris Kulikov,Biology,66
28650,Ilyin Mechislav,Chemistry,78
28651,Rusakov Yuri,Algebra,23
28652,Boris Kulikov,PE,78
28653,Bespalov Mitrofan,Art,45
28654,Stepanov Gordey,Algebra,23
28655,Lobanov Ernest,Health,33
28656,Boris Kulikov,English,66
28657,Sukhanov Arsen,Chemistry,34
28658,Prokhorov Ludwig,Geography,33
28659,Ilyin Mechislav,Biology,34
28660,Lobanov Ernest,Biology,23
28661,Lobanov Ernest,Art,45
28662,Sukhanov Arsen,Algebra,45
28663,Sukhanov Arsen,English,33
28664,Boris Kulikov,Health,66
28665,Bespalov Mitrofan,PE,23
28666,Stepanov Gordey,Chemistry,23
28667,Ilyin Mechislav,Health,45
28668,Boris Kulikov,Biology,66
28669,Komissarov Klim,Health,23
28670,Komissarov Klim,Algebra,45
28671,Sukhanov Arsen,History,66
28672,Komissarov Klim,English,66
28673,Bespalov Mitrofan,Chemistry,45
28674,Lobanov Ernest,English,34
28675,Ilyin Mechislav,History,45
28676,Sukhanov Arsen,Biology,23
28677,Lobanov Ernest,History,66
28678,Ilyin Mechislav,History,23
28679,Bespalov Mitrofan,Geography,66
28680,Bespalov Mitrofan,Geometry,33
28681,Komissarov Klim,Geometry,33
28682,Stepanov Gordey,Geography,66
28683,Boris Kulikov,Chemistry,23
28684,Ilyin Mechislav,Chemistry,34
28685,Bespalov Mitrofan,Geometry,33
28686,Lobanov Ernest,Algebra,33
28687,Komissarov Klim,History,23
28688,Boris Kulikov,Biology,78
28689,Boris Kulikov,Biology,34
28690,Rusakov Yuri,Art,34
28691,Veselov Anton,Health,45
28692,Prokhorov Ludwig,Biology,66
28693,Lobanov Ernest,Health,33
28694,Bespalov Mitrofan,History,66
28695,Veselov Anton,History,33
28696,Bespalov Mitrofan,English,78
28697,Komissarov Klim,History,23
28698,Stepanov Gordey,Biology,66
28699,Bespalov Mitrofan,Algebra,33
28700,Sukhanov Arsen,Chemistry,78
28701,Boris Kulikov,Biology,33
28702,Stepanov Gordey,Chemistry,45
28703,Prokhorov Ludwig,Biology,23
28704,Rusakov Yuri,Health,33
28705,Veselov Anton,Art,34
28706,Lobanov Ernest,Geometry,33
28707,Bespalov Mitrofan,History,45
28708,Bespalov Mitrofan,PE,78
28709,Stepanov Gordey,Biology,23
28710,Bespalov Mitrofan,Biology,78
28711,Rusakov Yuri,Biology,33
28712,Sukhanov Arsen,Geometry,45
28713,Stepanov Gordey,Biology,23
28714,Lobanov Ernest,Art,78
28715,Lobanov Ernest,English,78
28716,Komissarov Klim,Biology,34
28717,Bespalov Mitrofan,History,33
28718,Boris Kulikov,Algebra,23
28719,Stepanov Gordey,History,78
28720,Veselov Anton,Health,34
28721,Komissarov Klim,Biology,34
28722,Komissarov Klim,Health,23
28723,Bespalov Mitrofan,Geography,23
28724,Prokhorov Ludwig,History,33
28725,Boris Kulikov,Health,45
28726,Stepanov Gordey,History,23
28727,Sukhanov Arsen,Algebra,34
28728,Prokhorov Ludwig,Health,33
28729,Bespalov Mitrofan,Biology,78
28730,Boris Kulikov,Chemistry,66
28731,Prokhorov Ludwig,Biology,23
28732,Rusakov Yuri,Biology,66
28733,Komissarov Klim,Art,45
28734,Ilyin Mechislav,Algebra,45
28735,Stepanov Gordey,Biology,34
28736,Boris Kulikov,Health,78
28737,Bespalov Mitrofan,Geometry,34
28738,Lobanov Ernest,Geometry,45
28739,Boris Kulikov,Geography,23
28740,Ilyin Mechislav,Art,23
28741,Komissarov Klim,Geometry,78
28742,Bespalov Mitrofan,Health,45
28743,Boris Kulikov,Biology,23
28744,Bespalov Mitrofan,PE,45
28745,Lobanov Ernest,Art,34
28746,Rusakov Yuri,Geometry,23
28747,Rusakov Yuri,Geometry,23
28748,Veselov Anton,History,45
28749,Bespalov Mitrofan,Chemistry,45
28750,Bespalov Mitrofan,Biology,45
28751,Rusakov Yuri,Chemistry,34
28752,Prokhorov Ludwig,Art,33
28753,Rusakov Yuri,English,23
28754,Prokhorov Ludwig,Health,23
28755,Lobanov Ernest,Health,45
28756,Komissarov Klim,Geometry,33
28757,Ilyin Mechislav,Biology,34
28758,Veselov Anton,PE,23
28759,Veselov Anton,PE,66
28760,Stepanov Gordey,Geometry,33
28761,Boris Kulikov,History,34
28762,Lobanov Ernest,Algebra,45
28763,Ilyin Mechislav,Biology,34
28764,Ilyin Mechislav,Health,78
28765,Veselov Anton,Health,66
28766,Boris Kulikov,Algebra,78
28767,Veselov Anton,Chemistry,45
28768,Komissarov Klim,History,34
28769,Bespalov Mitrofan,Art,23
28770,Stepanov Gordey,PE,33
28771,Ilyin Mechislav,Geometry,45
28772,Sukhanov Arsen,Art,34
28773,Stepanov Gordey,Health,45
28774,Veselov Anton,Chemistry,23
28775,Rusakov Yuri,Health,23
28776,Bespalov Mitrofan,Health,78
28777,Ilyin Mechislav,History,66
28778,Ilyin Mechislav,Biology,33
28779,Ilyin Mechislav,English,34
28780,Veselov Anton,Geometry,34
28781,Komissarov Klim,History,78
28782,Lobanov Ernest,Health,78
28783,Rusakov Yuri,Geography,45
28784,Boris Kulikov,Algebra,78
28785,Stepanov Gordey,Geometry,34
28786,Komissarov Klim,Geography,78
28787,Rusakov Yuri,Health,33
28788,Prokhorov Ludwig,Geography,78
28789,Prokhorov Ludwig,Health,33
28790,Rusakov Yuri,Biology,45
28791,Veselov Anton,Biology,34
28792,Lobanov Ernest,Geography,23
28793,Komissarov Klim,Chemistry,34
28794,Rusakov Yuri,Algebra,78
28795,Stepanov Gordey,English,45
28796,Ilyin Mechislav,History,45
28797,Rusakov Yuri,Art,66
28798,Bespalov Mitrofan,Biology,66
28799,Stepanov Gordey,Geometry,78
28800,Veselov Anton,Algebra,34
28801,Bespalov Mitrofan,Health,33
28802,Boris Kulikov,Geometry,66
28803,Komissarov Klim,Geography,34
28804,Rusakov Yuri,Geometry,78
28805,Komissarov Klim,Health,45
28806,Prokhorov Ludwig,Geography,34
28807,Rusakov Yuri,English,66
28808,Ilyin Mechislav,Geometry,34
28809,Bespalov Mitrofan,PE,34
28810,Komissarov Klim,History,34
28811,Komissarov Klim,PE,33
28812,Bespalov Mitrofan,Chemistry,33
28813,Bespalov Mitrofan,Biology,66
28814,Boris Kulikov,Art,78
28815,Ilyin Mechislav,Geometry,23
28816,Lobanov Ernest,Chemistry,23
28817,Komissarov Klim,PE,34
28818,Sukhanov Arsen,Chemistry,45
28819,Komissarov Klim,History,34
28820,Prokhorov Ludwig,PE,45
28821,Bespalov Mitrofan,Health,45
28822,Sukhanov Arsen,PE,45
28823,Bespalov Mitrofan,Algebra,33
28824,Prokhorov Ludwig,Biology,33
28825,Komissarov Klim,Biology,33
28826,Ilyin Mechislav,History,34
28827,Stepanov Gordey,Health,23
28828,Rusakov Yuri,Geometry,34
28829,Boris Kulikov,Health,45
28830,Lobanov Ernest,Chemistry,23
28831,Komissarov Klim,Biology,33
28832,Sukhanov Arsen,History,33
28833,Ilyin Mechislav,Biology,45
28834,Lobanov Ernest,Geometry,33
28835,Komissarov Klim,Geometry,45
28836,Bespalov Mitrofan,Geometry,34
28837,Prokhorov Ludwig,Biology,34
28838,Veselov Anton,English,78
28839,Sukhanov Arsen,Art,34
28840,Lobanov Ernest,PE,78
28841,Sukhanov Arsen,History,45
28842,Boris Kulikov,History,34
28843,Boris Kulikov,History,33
28844,Boris Kulikov,Health,23
28845,Prokhorov Ludwig,Geography,78
28846,Prokhorov Ludwig,PE,34
28847,Prokhorov Ludwig,Health,78
28848,Ilyin Mechislav,Algebra,34
28849,Rusakov Yuri,PE,45
28850,Komissarov Klim,Health,45
28851,Prokhorov Ludwig,Geometry,33
28852,Stepanov Gordey,Chemistry,45
28853,Ilyin Mechislav,Algebra,66
28854,Ilyin Mechislav,Geometry,66
28855,Ilyin Mechislav,Art,23
28856,Rusakov Yuri,English,66
28857,Boris Kulikov,Geography,78
28858,Veselov Anton,Art,78
28859,Veselov Anton,Biology,66
28860,Stepanov Gordey,Art,66
28861,Prokhorov Ludwig,English,34
28862,Ilyin Mechislav,Biology,78
28863,Prokhorov Ludwig,Geography,78
28864,Rusakov Yuri,Chemistry,34
28865,Prokhorov Ludwig,Chemistry,78
28866,Prokhorov Ludwig,Geometry,66
28867,Ilyin Mechislav,Health,23
28868,Bespalov Mitrofan,PE,78
28869,Ilyin Mechislav,Art,23
28870,Sukhanov Arsen,Art,78
28871,Boris Kulikov,Health,66
28872,Boris Kulikov,Algebra,78
28873,Bespalov Mitrofan,Health,66
28874,Prokhorov Ludwig,History,66
28875,Lobanov Ernest,Biology,78
28876,Komissarov Klim,English,45
28877,Boris Kulikov,English,23
28878,Bespalov Mitrofan,Geometry,23
28879,Rusakov Yuri,Art,23
28880,Boris Kulikov,Health,78
28881,Lobanov Ernest,History,33
28882,Boris Kulikov,Biology,23
28883,Sukhanov Arsen,Art,33
28884,Veselov Anton,Biology,66
28885,Veselov Anton,Algebra,66
28886,Stepanov Gordey,History,45
28887,Veselov Anton,Art,45
28888,Lobanov Ernest,PE,45
28889,Ilyin Mechislav,History,34
28890,Prokhorov Ludwig,Biology,66
28891,Ilyin Mechislav,Geometry,34
28892,Bespalov Mitrofan,Chemistry,34
28893,Stepanov Gordey,Geography,34
28894,Ilyin Mechislav,Health,33
28895,Rusakov Yuri,Geometry,78
28896,Lobanov Ernest,Geography,45
28897,Ilyin Mechislav,Geography,33
28898,Lobanov Ernest,Geometry,23
