id,fullname,subject,age
4908,Ilyin Mechislav,Chemistry,23
4909,Boris Kulikov,Geography,45
4910,Bespalov Mitrofan,Chemistry,45
4911,Sukhanov Arsen,Geometry,33
4912,Veselov Anton,Algebra,66
4913,Veselov Anton,English,23
4914,Komissarov Klim,Geometry,33
4915,Boris Kulikov,Biology,78
4916,Lobanov Ernest,PE,23
4917,Rusakov Yuri,English,45
4918,Boris Kulikov,History,45
4919,Ilyin Mechislav,Art,66
4920,Sukhanov Arsen,Biology,66
4921,Stepanov Gordey,History,23
4922,Lobanov Ernest,Geography,34
4923,Veselov Anton,Biology,78
4924,Lobanov Ernest,Geometry,34
4925,Boris Kulikov,Chemistry,78
4926,Veselov Anton,English,78
4927,Rusakov Yuri,PE,23
4928,Komissarov Klim,Art,66
4929,Boris Kulikov,History,66
4930,Bespalov Mitrofan,Art,34
4931,Boris Kulikov,Geography,78
4932,Ilyin Mechislav,Chemistry,66
4933,Lobanov Ernest,History,45
4934,Sukhanov Arsen,English,45
4935,Prokhorov Ludwig,English,66
4936,Lobanov Ernest,Health,23
4937,Stepanov Gordey,Biology,45
4938,Lobanov Ernest,English,33
4939,Prokhorov Ludwig,Algebra,45
4940,Ilyin Mechislav,Geography,45
4941,Sukhanov Arsen,PE,34
4942,Prokhorov Ludwig,Geography,34
4943,Bespalov Mitrofan,Algebra,34
4944,Prokhorov Ludwig,PE,45
4945,Stepanov Gordey,PE,23
4946,Bespalov Mitrofan,Geometry,45
4947,Veselov Anton,History,78
4948,Prokhorov Ludwig,Algebra,66
4949,Prokhorov Ludwig,PE,34
4950,Bespalov Mitrofan,PE,33
4951,Sukhanov Arsen,History,33
4952,Boris Kulikov,Health,23
4953,Lobanov Ernest,Health,66
4954,Lobanov Ernest,Geometry,45
4955,Stepanov Gordey,PE,33
4956,Veselov Anton,PE,23
4957,Bespalov Mitrofan,Biology,33
4958,Veselov Anton,Chemistry,45
4959,Ilyin Mechislav,Geography,34
4960,Komissarov Klim,Geometry,45
4961,Veselov Anton,Geometry,34
4962,Ilyin Mechislav,PE,78
4963,Prokhorov Ludwig,Biology,33
4964,Sukhanov Arsen,History,66
4965,Boris Kulikov,Algebra,78
4966,Rusakov Yuri,Geography,34
4967,Stepanov Gordey,Algebra,34
4968,Ilyin Mechislav,Health,45
4969,Boris Kulikov,Health,23
4970,Ilyin Mechislav,Algebra,78
4971,Rusakov Yuri,Art,34
4972,Komissarov Klim,English,34
4973,Ilyin Mechislav,Geography,34
4974,Sukhanov Arsen,English,45
4975,Komissarov Klim,English,33
4976,Stepanov Gordey,History,78
4977,Rusakov Yuri,PE,34
4978,Boris Kulikov,Chemistry,45
4979,Lobanov Ernest,Art,66
4980,Prokhorov Ludwig,Geography,78
4981,Ilyin Mechislav,English,78
4982,Sukhanov Arsen,Chemistry,45
4983,Bespalov Mitrofan,English,23
4984,Prokhorov Ludwig,English,34
4985,Sukhanov Arsen,Art,45
4986,Komissarov Klim,Algebra,33
4987,Prokhorov Ludwig,Algebra,66
4988,Komissarov Klim,History,78
4989,Sukhanov Arsen,Biology,66
4990,Rusakov Yuri,Biology,33
4991,Veselov Anton,Algebra,34
4992,Bespalov Mitrofan,Biology,34
4993,Stepanov Gordey,History,78
4994,Lobanov Ernest,Chemistry,23
4995,Lobanov Ernest,History,33
4996,Veselov Anton,Geography,33
4997,Veselov Anton,Art,34
4998,Stepanov Gordey,Health,23
4999,Prokhorov Ludwig,Algebra,23
5000,Veselov Anton,Health,34
5001,Boris Kulikov,Biology,78
5002,Prokhorov Ludwig,PE,23
5003,Boris Kulikov,Algebra,66
5004,Ilyin Mechislav,English,33
5005,Komissarov Klim,Chemistry,45
5006,Rusakov Yuri,Biology,34
5007,Lobanov Ernest,Health,45
5008,Stepanov Gordey,Art,34
5009,Komissarov Klim,Biology,33
5010,Ilyin Mechislav,Biology,78
5011,Rusakov Yuri,Art,34
5012,Sukhanov Arsen,Geography,78
5013,Komissarov Klim,Art,66
5014,Veselov Anton,History,23
5015,Rusakov Yuri,Algebra,45
5016,Bespalov Mitrofan,Algebra,33
5017,Bespalov Mitrofan,Geography,66
5018,Ilyin Mechislav,Algebra,34
5019,Prokhorov Ludwig,Art,34
5020,Komissarov Klim,Health,45
5021,Sukhanov Arsen,Algebra,45
5022,Ilyin Mechislav,PE,33
5023,Komissarov Klim,PE,66
5024,Stepanov Gordey,PE,78
5025,Veselov Anton,English,66
5026,Komissarov Klim,Health,34
5027,Prokhorov Ludwig,Art,78
5028,Boris Kulikov,Geography,45
5029,Rusakov Yuri,Geography,34
5030,Sukhanov Arsen,Geography,33
5031,Veselov Anton,Health,33
5032,Sukhanov Arsen,Geography,66
5033,Bespalov Mitrofan,Geography,34
5034,Rusakov Yuri,Chemistry,78
5035,Stepanov Gordey,PE,45
5036,Ilyin Mechislav,Biology,45
5037,Sukhanov Arsen,Health,33
5038,Veselov Anton,Geometry,23
5039,Ilyin Mechislav,PE,23
5040,Sukhanov Arsen,Algebra,33
5041,Komissarov Klim,History,33
5042,Stepanov Gordey,Art,78
5043,Bespalov Mitrofan,Geometry,66
5044,Veselov Anton,Art,78
5045,Boris Kulikov,Geography,66
5046,Veselov Anton,Art,23
5047,Veselov Anton,English,33
5048,Rusakov Yuri,Health,45
5049,Veselov Anton,Health,78
5050,Bespalov Mitrofan,Chemistry,23
5051,Rusakov Yuri,English,23
5052,Ilyin Mechislav,PE,23
5053,Lobanov Ernest,Health,66
5054,Stepanov Gordey,Geography,45
5055,Lobanov Ernest,History,45
5056,Sukhanov Arsen,History,34
5057,Ilyin Mechislav,Biology,66
5058,Boris Kulikov,History,23
5059,Sukhanov Arsen,Geography,34
5060,Ilyin Mechislav,Biology,33
5061,Boris Kulikov,Geometry,33
5062,Prokhorov Ludwig,Biology,45
5063,Bespalov Mitrofan,Algebra,45
5064,Rusakov Yuri,Algebra,33
5065,Lobanov Ernest,Art,66
5066,Lobanov Ernest,English,34
5067,Veselov Anton,Geometry,66
5068,Sukhanov Arsen,History,34
5069,Lobanov Ernest,Biology,45
5070,Boris Kulikov,Biology,33
5071,Rusakov Yuri,History,23
5072,Rusakov Yuri,Chemistry,66
5073,Prokhorov Ludwig,Art,23
5074,Boris Kulikov,Algebra,66
5075,Prokhorov Ludwig,Algebra,78
5076,Rusakov Yuri,PE,45
5077,Ilyin Mechislav,Art,34
5078,Sukhanov Arsen,Chemistry,45
5079,Stepanov Gordey,Geography,66
5080,Prokhorov Ludwig,Chemistry,34
5081,Veselov Anton,Geography,45
5082,Prokhorov Ludwig,Geometry,78
5083,Boris Kulikov,Algebra,66
5084,Veselov Anton,Art,33
5085,Rusakov Yuri,History,23
5086,Veselov Anton,Geography,66
5087,Bespalov Mitrofan,PE,33
5088,Veselov Anton,Algebra,34
5089,Prokhorov Ludwig,Algebra,23
5090,Bespalov Mitrofan,Geography,45
5091,Veselov Anton,Health,66
5092,Stepanov Gordey,Geometry,23
5093,Veselov Anton,Health,33
5094,Veselov Anton,Biology,66
5095,Lobanov Ernest,Chemistry,34
5096,Bespalov Mitrofan,Chemistry,23
5097,Sukhanov Arsen,Biology,34
5098,Boris Kulikov,Art,33
5099,Lobanov Ernest,Health,23
5100,Ilyin Mechislav,Health,23
5101,Lobanov Ernest,Health,23
5102,Sukhanov Arsen,Geometry,33
5103,Rusakov Yuri,Geometry,78
5104,Veselov Anton,Health,45
5105,Stepanov Gordey,Geography,45
5106,Stepanov Gordey,PE,45
5107,Veselov Anton,Art,45
5108,Veselov Anton,English,33
5109,Lobanov Ernest,History,23
5110,Stepanov Gordey,Geography,66
5111,Veselov Anton,Art,34
5112,Lobanov Ernest,PE,23
5113,Rusakov Yuri,Chemistry,45
5114,Ilyin Mechislav,Algebra,45
5115,Komissarov Klim,Health,23
5116,Prokhorov Ludwig,Art,23
5117,Ilyin Mechislav,PE,66
5118,Bespalov Mitrofan,Chemistry,23
5119,Boris Kulikov,English,78
5120,Sukhanov Arsen,Algebra,66
5121,Bespalov Mitrofan,Health,78
5122,Rusakov Yuri,Health,23
5123,Lobanov Ernest,Geography,23
5124,Sukhanov Arsen,Health,45
5125,Veselov Anton,Art,34
5126,Boris Kulikov,Geography,45
5127,Boris Kulikov,Art,45
5128,Veselov Anton,Geography,23
5129,Veselov Anton,PE,66
5130,Stepanov Gordey,Geography,23
5131,Prokhorov Ludwig,Algebra,33
5132,Bespalov Mitrofan,Geography,33
5133,Stepanov Gordey,Geography,34
5134,Boris Kulikov,Chemistry,45
5135,Veselov Anton,Art,78
5136,Komissarov Klim,English,78
5137,Rusakov Yuri,Geometry,66
5138,Stepanov Gordey,History,66
5139,Sukhanov Arsen,Geography,34
5140,Ilyin Mechislav,Art,66
5141,Bespalov Mitrofan,PE,66
5142,Veselov Anton,Geometry,45
5143,Prokhorov Ludwig,PE,45
5144,Lobanov Ernest,Art,34
5145,Lobanov Ernest,Health,66
5146,Sukhanov Arsen,Health,33
5147,Rusakov Yuri,Geography,23
5148,Ilyin Mechislav,Health,66
5149,Lobanov Ernest,English,78
5150,Prokhorov Ludwig,English,34
5151,Prokhorov Ludwig,Health,33
5152,Komissarov Klim,Health,33
5153,Lobanov Ernest,Geometry,23
5154,Rusakov Yuri,Geography,23
5155,Ilyin Mechislav,English,23
5156,Bespalov Mitrofan,Geography,78
5157,Veselov Anton,Geometry,66
5158,Lobanov Ernest,History,23
5159,Prokhorov Ludwig,PE,78
5160,Veselov Anton,Algebra,78
5161,Stepanov Gordey,Geometry,23
5162,Ilyin Mechislav,Art,33
5163,Ilyin Mechislav,Art,34
5164,Stepanov Gordey,Art,34
5165,Bespalov Mitrofan,Health,34
5166,Veselov Anton,Health,78
5167,Prokhorov Ludwig,Geometry,66
5168,Veselov Anton,Algebra,66
5169,Sukhanov Arsen,Chemistry,66
5170,Bespalov Mitrofan,Geometry,66
5171,Komissarov Klim,Chemistry,45
5172,Rusakov Yuri,Geography,66
5173,Veselov Anton,Geometry,33
5174,Komissarov Klim,History,33
5175,Komissarov Klim,Biology,23
5176,Lobanov Ernest,Geography,78
5177,Ilyin Mechislav,Algebra,78
5178,Boris Kulikov,English,33
5179,Prokhorov Ludwig,Biology,45
5180,Lobanov Ernest,Biology,66
5181,Stepanov Gordey,Geography,23
5182,Sukhanov Arsen,Algebra,66
5183,Prokhorov Ludwig,Art,78
5184,Veselov Anton,Health,34
5185,Boris Kulikov,History,45
5186,Rusakov Yuri,Geography,66
5187,Prokhorov Ludwig,Algebra,66
5188,Lobanov Ernest,PE,23
5189,Ilyin Mechislav,PE,66
5190,Prokhorov Ludwig,History,33
5191,Prokhorov Ludwig,PE,33
5192,Stepanov Gordey,Chemistry,33
5193,Bespalov Mitrofan,Health,78
5194,Lobanov Ernest,Art,33
5195,Boris Kulikov,Biology,78
5196,Sukhanov Arsen,Health,23
5197,Ilyin Mechislav,Geography,45
5198,Bespalov Mitrofan,Art,78
5199,Veselov Anton,Geometry,45
5200,Boris Kulikov,Biology,34
5201,Bespalov Mitrofan,Health,33
5202,Boris Kulikov,Geography,45
5203,Lobanov Ernest,Algebra,23
5204,Rusakov Yuri,Chemistry,45
5205,Ilyin Mechislav,Chemistry,34
5206,Rusakov Yuri,English,45
5207,Prokhorov Ludwig,Biology,78
5208,Rusakov Yuri,Chemistry,33
5209,Stepanov Gordey,Art,66
5210,Komissarov Klim,Biology,45
5211,Ilyin Mechislav,Geometry,23
5212,Sukhanov Arsen,Geography,33
5213,Veselov Anton,History,66
5214,Stepanov Gordey,Art,45
5215,Veselov Anton,PE,78
5216,Boris Kulikov,History,66
5217,Komissarov Klim,Chemistry,78
5218,Veselov Anton,Chemistry,34
5219,Bespalov Mitrofan,Biology,33
5220,Veselov Anton,Algebra,33
5221,Boris Kulikov,Biology,66
5222,Bespalov Mitrofan,English,45
5223,Komissarov Klim,Biology,45
5224,Ilyin Mechislav,Art,45
5225,Bespalov Mitrofan,Geography,34
5226,Stepanov Gordey,Algebra,33
5227,Sukhanov Arsen,Chemistry,33
5228,Veselov Anton,Health,34
5229,Stepanov Gordey,Chemistry,33
5230,Stepanov Gordey,PE,33
5231,Boris Kulikov,Health,45
5232,Stepanov Gordey,Chemistry,66
5233,Boris Kulikov,PE,23
5234,Stepanov Gordey,English,45
5235,Veselov Anton,Biology,78
5236,Ilyin Mechislav,PE,45
5237,Boris Kulikov,Algebra,78
5238,Veselov Anton,Geography,45
5239,Veselov Anton,Geography,33
5240,Bespalov Mitrofan,Algebra,78
5241,Rusakov Yuri,Chemistry,33
5242,Rusakov Yuri,English,33
5243,Bespalov Mitrofan,Algebra,78
5244,Sukhanov Arsen,Chemistry,78
5245,Boris Kulikov,Chemistry,66
5246,Lobanov Ernest,Health,23
5247,Bespalov Mitrofan,Geometry,33
5248,Stepanov Gordey,Chemistry,66
5249,Komissarov Klim,Geography,78
5250,Veselov Anton,Biology,45
5251,Stepanov Gordey,Health,66
5252,Prokhorov Ludwig,History,78
5253,Prokhorov Ludwig,Chemistry,45
5254,Bespalov Mitrofan,English,66
5255,Stepanov Gordey,Geography,45
5256,Veselov Anton,History,78
5257,Bespalov Mitrofan,Algebra,66
5258,Boris Kulikov,Health,33
5259,Bespalov Mitrofan,Geography,34
5260,Rusakov Yuri,PE,66
5261,Komissarov Klim,Geography,66
5262,Stepanov Gordey,Chemistry,23
5263,Komissarov Klim,Chemistry,23
5264,Lobanov Ernest,Art,33
5265,Lobanov Ernest,Health,78
5266,Stepanov Gordey,History,66
5267,Prokhorov Ludwig,PE,45
5268,Boris Kulikov,PE,78
5269,Bespalov Mitrofan,Chemistry,34
5270,Stepanov Gordey,Biology,78
5271,Sukhanov Arsen,Geometry,23
5272,Bespalov Mitrofan,Chemistry,66
5273,Boris Kulikov,Geometry,78
5274,Veselov Anton,English,23
5275,Lobanov Ernest,History,66
5276,Stepanov Gordey,History,34
5277,Komissarov Klim,PE,45
5278,Sukhanov Arsen,History,34
5279,Sukhanov Arsen,Algebra,23
5280,Lobanov Ernest,English,34
5281,Stepanov Gordey,Geography,78
5282,Prokhorov Ludwig,Chemistry,23
5283,Bespalov Mitrofan,Geometry,33
5284,Prokhorov Ludwig,Chemistry,78
5285,Lobanov Ernest,PE,23
5286,Prokhorov Ludwig,PE,78
5287,Prokhorov Ludwig,Algebra,33
5288,Veselov Anton,Algebra,78
5289,Stepanov Gordey,Geometry,45
5290,Stepanov Gordey,English,33
5291,Prokhorov Ludwig,PE,78
5292,Veselov Anton,Biology,66
5293,Prokhorov Ludwig,Art,23
5294,Prokhorov Ludwig,English,78
5295,Ilyin Mechislav,Geometry,45
5296,Ilyin Mechislav,Art,66
5297,Rusakov Yuri,Geography,34
5298,Rusakov Yuri,Art,23
5299,Ilyin Mechislav,Chemistry,23
5300,Boris Kulikov,Geography,45
5301,Bespalov Mitrofan,Art,78
5302,Sukhanov Arsen,Geometry,33
5303,Boris Kulikov,Chemistry,66
5304,Ilyin Mechislav,Geometry,66
5305,Lobanov Ernest,Health,23
5306,Sukhanov Arsen,Algebra,33
5307,Stepanov Gordey,Geometry,23
5308,Boris Kulikov,Health,66
5309,Komissarov Klim,Geometry,66
5310,Lobanov Ernest,Art,66
5311,Rusakov Yuri,Art,45
5312,Lobanov Ernest,Biology,33
5313,Veselov Anton,Chemistry,34
5314,Rusakov Yuri,Chemistry,66
5315,Sukhanov Arsen,Geometry,66
5316,Prokhorov Ludwig,English,33
5317,Bespalov Mitrofan,Biology,78
5318,Veselov Anton,Art,66
5319,Komissarov Klim,Geometry,33
5320,Prokhorov Ludwig,Geometry,34
5321,Rusakov Yuri,PE,78
5322,Bespalov Mitrofan,History,23
5323,Sukhanov Arsen,Geometry,23
5324,Prokhorov Ludwig,History,45
5325,Rusakov Yuri,History,78
5326,Ilyin Mechislav,Geography,78
5327,Boris Kulikov,Geometry,78
5328,Stepanov Gordey,Geometry,66
5329,Ilyin Mechislav,Art,34
5330,Lobanov Ernest,Biology,45
5331,Boris Kulikov,English,45
5332,Veselov Anton,Geometry,33
5333,Stepanov Gordey,PE,66
5334,Rusakov Yuri,History,66
5335,Boris Kulikov,Chemistry,33
5336,Stepanov Gordey,Chemistry,78
5337,Ilyin Mechislav,Chemistry,34
5338,Komissarov Klim,Art,66
5339,Bespalov Mitrofan,Geometry,33
5340,Prokhorov Ludwig,PE,45
5341,Rusakov Yuri,Art,23
5342,Bespalov Mitrofan,Algebra,33
5343,Veselov Anton,Art,78
5344,Bespalov Mitrofan,History,45
5345,Rusakov Yuri,Biology,66
5346,Prokhorov Ludwig,Biology,33
5347,Stepanov Gordey,History,66
5348,Bespalov Mitrofan,History,66
5349,Ilyin Mechislav,Geography,33
5350,Lobanov Ernest,History,34
5351,Sukhanov Arsen,PE,34
5352,Sukhanov Arsen,Geometry,45
5353,Prokhorov Ludwig,History,78
5354,Veselov Anton,Biology,78
5355,Veselov Anton,Geography,23
5356,Rusakov Yuri,Geography,66
5357,Sukhanov Arsen,Biology,33
5358,Veselov Anton,Geography,78
5359,Boris Kulikov,Chemistry,33
5360,Ilyin Mechislav,History,23
5361,Veselov Anton,PE,33
5362,Komissarov Klim,English,66
5363,Ilyin Mechislav,Algebra,23
5364,Sukhanov Arsen,Health,33
5365,Veselov Anton,Biology,45
5366,Ilyin Mechislav,Geography,78
5367,Rusakov Yuri,PE,34
5368,Rusakov Yuri,Chemistry,45
5369,Ilyin Mechislav,Health,33
5370,Bespalov Mitrofan,PE,33
5371,Rusakov Yuri,English,34
5372,Lobanov Ernest,Geometry,78
5373,Boris Kulikov,Geography,34
5374,Ilyin Mechislav,Geography,23
5375,Prokhorov Ludwig,Geometry,23
5376,Veselov Anton,Health,33
5377,Stepanov Gordey,Algebra,66
5378,Veselov Anton,History,34
5379,Stepanov Gordey,Chemistry,23
5380,Ilyin Mechislav,Biology,45
5381,Stepanov Gordey,Geography,34
5382,Komissarov Klim,English,78
5383,Prokhorov Ludwig,Algebra,23
5384,Rusakov Yuri,English,66
5385,Sukhanov Arsen,Geography,33
5386,Rusakov Yuri,Health,45
5387,Sukhanov Arsen,Chemistry,34
5388,Veselov Anton,Algebra,66
5389,Rusakov Yuri,Algebra,23
5390,Veselov Anton,History,33
5391,Ilyin Mechislav,PE,33
5392,Rusakov Yuri,Health,34
5393,Rusakov Yuri,History,78
5394,Komissarov Klim,Chemistry,45
5395,Bespalov Mitrofan,History,23
5396,Boris Kulikov,Geometry,33
5397,Stepanov Gordey,History,45
5398,Boris Kulikov,Biology,66
5399,Ilyin Mechislav,Biology,23
5400,Sukhanov Arsen,Geography,33
5401,Ilyin Mechislav,Algebra,78
5402,Komissarov Klim,English,23
5403,Ilyin Mechislav,English,45
5404,Rusakov Yuri,Health,34
5405,Stepanov Gordey,Geometry,34
5406,Rusakov Yuri,History,78
5407,Prokhorov Ludwig,Biology,23
5408,Komissarov Klim,Biology,34
5409,Lobanov Ernest,English,45
5410,Rusakov Yuri,Geography,23
5411,Stepanov Gordey,Algebra,78
5412,Bespalov Mitrofan,Biology,33
5413,Stepanov Gordey,Chemistry,33
5414,Sukhanov Arsen,Algebra,78
5415,Stepanov Gordey,History,34
5416,Ilyin Mechislav,Art,23
5417,Boris Kulikov,PE,33
5418,Prokhorov Ludwig,Geography,33
5419,Boris Kulikov,Art,66
5420,Sukhanov Arsen,Biology,34
5421,Lobanov Ernest,PE,66
5422,Komissarov Klim,Geometry,45
5423,Lobanov Ernest,English,33
5424,Lobanov Ernest,Geometry,23
5425,Bespalov Mitrofan,PE,78
5426,Prokhorov Ludwig,English,33
5427,Veselov Anton,Health,33
5428,Sukhanov Arsen,Biology,23
5429,Komissarov Klim,PE,23
5430,Boris Kulikov,Geography,78
5431,Rusakov Yuri,Art,78
5432,Rusakov Yuri,Algebra,78
5433,Komissarov Klim,Algebra,78
5434,Prokhorov Ludwig,Geometry,45
5435,Komissarov Klim,PE,33
5436,Boris Kulikov,Art,23
5437,Komissarov Klim,Chemistry,45
5438,Stepanov Gordey,History,23
5439,Ilyin Mechislav,Chemistry,45
5440,Prokhorov Ludwig,Health,45
5441,Komissarov Klim,Geography,66
5442,Komissarov Klim,PE,23
5443,Prokhorov Ludwig,Art,66
5444,Veselov Anton,Health,33
5445,Veselov Anton,Chemistry,34
5446,Ilyin Mechislav,Geometry,33
5447,Komissarov Klim,Algebra,45
5448,Boris Kulikov,Chemistry,78
5449,Stepanov Gordey,Geometry,78
5450,Lobanov Ernest,English,45
5451,Rusakov Yuri,Geometry,33
5452,Ilyin Mechislav,History,34
5453,Boris Kulikov,Health,34
5454,Bespalov Mitrofan,Biology,34
5455,Ilyin Mechislav,History,23
5456,Prokhorov Ludwig,Art,23
5457,Prokhorov Ludwig,Health,45
5458,Rusakov Yuri,Health,45
5459,Boris Kulikov,Algebra,78
5460,Ilyin Mechislav,English,33
5461,Komissarov Klim,Chemistry,45
5462,Sukhanov Arsen,Chemistry,78
5463,Sukhanov Arsen,Art,23
5464,Veselov Anton,English,66
5465,Prokhorov Ludwig,Art,45
5466,Lobanov Ernest,Algebra,23
5467,Ilyin Mechislav,PE,23
5468,Bespalov Mitrofan,Algebra,45
5469,Veselov Anton,Health,66
5470,Ilyin Mechislav,English,66
5471,Boris Kulikov,Algebra,33
5472,Ilyin Mechislav,Chemistry,34
5473,Rusakov Yuri,Art,23
5474,Rusakov Yuri,PE,34
5475,Boris Kulikov,Art,33
5476,Bespalov Mitrofan,Health,45
5477,Boris Kulikov,PE,66
5478,Ilyin Mechislav,Health,23
5479,Bespalov Mitrofan,Art,78
5480,Boris Kulikov,History,23
5481,Prokhorov Ludwig,Biology,45
5482,Lobanov Ernest,Health,33
5483,Stepanov Gordey,Chemistry,66
5484,Bespalov Mitrofan,Algebra,66
5485,Boris Kulikov,PE,34
5486,Stepanov Gordey,Geography,34
5487,Rusakov Yuri,PE,34
5488,Komissarov Klim,Chemistry,23
5489,Boris Kulikov,PE,33
5490,Bespalov Mitrofan,Geography,78
5491,Lobanov Ernest,Biology,33
5492,Veselov Anton,History,45
5493,Komissarov Klim,PE,33
5494,Boris Kulikov,Algebra,33
5495,Lobanov Ernest,PE,66
5496,Veselov Anton,English,66
5497,Stepanov Gordey,Algebra,23
5498,Prokhorov Ludwig,Biology,66
5499,Ilyin Mechislav,Health,66
5500,Komissarov Klim,Geography,66
5501,Sukhanov Arsen,Chemistry,66
5502,Lobanov Ernest,Health,45
5503,Stepanov Gordey,Geometry,34
5504,Prokhorov Ludwig,PE,45
5505,Ilyin Mechislav,Art,66
5506,Stepanov Gordey,Art,33
5507,Ilyin Mechislav,Geography,23
5508,Stepanov Gordey,Algebra,23
5509,Stepanov Gordey,Art,34
5510,Stepanov Gordey,Art,34
5511,Bespalov Mitrofan,Health,33
5512,Stepanov Gordey,Geography,45
5513,Ilyin Mechislav,Health,78
5514,Sukhanov Arsen,Biology,45
5515,Lobanov Ernest,PE,78
5516,Boris Kulikov,English,34
5517,Veselov Anton,Health,23
5518,Stepanov Gordey,Chemistry,34
5519,Komissarov Klim,Chemistry,33
5520,Rusakov Yuri,History,45
5521,Bespalov Mitrofan,Health,23
5522,Veselov Anton,Biology,78
5523,Rusakov Yuri,Health,45
5524,Sukhanov Arsen,Geometry,33
5525,Prokhorov Ludwig,Biology,33
5526,Bespalov Mitrofan,Geography,34
5527,Prokhorov Ludwig,English,45
5528,Boris Kulikov,Art,33
5529,Rusakov Yuri,Algebra,33
5530,Prokhorov Ludwig,Algebra,78
5531,Rusakov Yuri,PE,66
5532,Stepanov Gordey,Algebra,33
5533,Komissarov Klim,Chemistry,45
5534,Bespalov Mitrofan,Biology,45
5535,Rusakov Yuri,Geometry,34
5536,Komissarov Klim,PE,78
5537,Ilyin Mechislav,Art,66
5538,Komissarov Klim,Health,23
5539,Boris Kulikov,Geography,23
5540,Komissarov Klim,Chemistry,78
5541,Bespalov Mitrofan,History,45
5542,Rusakov Yuri,Chemistry,45
5543,Stepanov Gordey,Geography,78
5544,Boris Kulikov,Biology,78
5545,Prokhorov Ludwig,Art,78
5546,Veselov Anton,Biology,23
5547,Komissarov Klim,PE,34
5548,Komissarov Klim,Chemistry,66
5549,Rusakov Yuri,PE,78
5550,Stepanov Gordey,Biology,23
5551,Bespalov Mitrofan,Health,34
5552,Stepanov Gordey,Health,33
5553,Boris Kulikov,Health,78
5554,Prokhorov Ludwig,English,33
5555,Veselov Anton,English,66
5556,Ilyin Mechislav,Geography,45
5557,Komissarov Klim,Geography,33
5558,Veselov Anton,Geometry,33
5559,Sukhanov Arsen,Chemistry,33
5560,Bespalov Mitrofan,Geometry,33
5561,Ilyin Mechislav,Health,78
5562,Ilyin Mechislav,Health,23
5563,Veselov Anton,Geography,23
5564,Bespalov Mitrofan,History,23
5565,Prokhorov Ludwig,Geometry,23
5566,Ilyin Mechislav,PE,34
5567,Veselov Anton,Geography,33
5568,Stepanov Gordey,PE,45
5569,Sukhanov Arsen,Geography,78
5570,Lobanov Ernest,Art,33
5571,Veselov Anton,History,78
5572,Bespalov Mitrofan,English,45
5573,Komissarov Klim,Art,45
5574,Rusakov Yuri,Chemistry,34
5575,Sukhanov Arsen,Art,45
5576,Boris Kulikov,English,34
5577,Bespalov Mitrofan,Art,33
5578,Rusakov Yuri,Geography,34
5579,Veselov Anton,History,66
5580,Stepanov Gordey,Art,78
5581,Prokhorov Ludwig,Algebra,33
5582,Veselov Anton,English,34
5583,Prokhorov Ludwig,Biology,78
5584,Boris Kulikov,Art,66
5585,Prokhorov Ludwig,Chemistry,78
5586,Rusakov Yuri,Algebra,45
5587,Boris Kulikov,PE,78
5588,Sukhanov Arsen,Geometry,34
5589,Veselov Anton,Chemistry,33
5590,Veselov Anton,Geography,45
5591,Boris Kulikov,Chemistry,66
5592,Rusakov Yuri,Health,33
5593,Lobanov Ernest,History,45
5594,Lobanov Ernest,Chemistry,78
5595,Lobanov Ernest,Geometry,34
5596,Stepanov Gordey,History,78
5597,Boris Kulikov,Chemistry,45
5598,Veselov Anton,Chemistry,78
5599,Veselov Anton,PE,33
5600,Prokhorov Ludwig,Health,78
5601,Lobanov Ernest,Algebra,45
5602,Ilyin Mechislav,Health,66
5603,Boris Kulikov,Geometry,23
5604,Boris Kulikov,English,78
5605,Veselov Anton,PE,45
5606,Boris Kulikov,Art,34
5607,Veselov Anton,Biology,23
5608,Veselov Anton,History,78
5609,Boris Kulikov,Geography,34
5610,Lobanov Ernest,Algebra,66
5611,Boris Kulikov,Art,34
5612,Stepanov Gordey,Health,33
5613,Stepanov Gordey,History,66
5614,Sukhanov Arsen,Chemistry,78
5615,Lobanov Ernest,Geometry,66
5616,Stepanov Gordey,Geometry,33
5617,Ilyin Mechislav,History,66
5618,Prokhorov Ludwig,PE,23
5619,Lobanov Ernest,English,78
5620,Rusakov Yuri,English,78
5621,Lobanov Ernest,PE,23
5622,Lobanov Ernest,Health,33
5623,Sukhanov Arsen,Biology,78
5624,Prokhorov Ludwig,Art,78
5625,Komissarov Klim,Geometry,66
5626,Prokhorov Ludwig,Algebra,78
5627,Prokhorov Ludwig,Art,66
5628,Ilyin Mechislav,History,78
5629,Veselov Anton,Chemistry,78
5630,Stepanov Gordey,Geography,33
5631,Komissarov Klim,PE,23
5632,Lobanov Ernest,Art,33
5633,Ilyin Mechislav,Geometry,66
5634,Ilyin Mechislav,Algebra,33
5635,Komissarov Klim,Algebra,45
5636,Ilyin Mechislav,Health,33
5637,Ilyin Mechislav,Art,33
5638,Boris Kulikov,History,33
5639,Prokhorov Ludwig,History,78
5640,Prokhorov Ludwig,English,33
5641,Komissarov Klim,Chemistry,45
5642,Bespalov Mitrofan,History,78
5643,Lobanov Ernest,Biology,23
5644,Stepanov Gordey,Chemistry,33
5645,Komissarov Klim,English,34
5646,Stepanov Gordey,Art,66
5647,Stepanov Gordey,Art,23
5648,Lobanov Ernest,Geography,33
